trainMae,trainMdae,testMae,testMdae,testMaeChina,testMdaeChina,testMaeEU30,testMdaeEU30,testMaeNAFTA,testMdaeNAFTA,testMaeROW,testMdaeROW
0.005692767973708621,0.0031149999999999997,0.014177931157871417,0.008410000000000011,0.027278508241758242,0.019683333333333386,0.017093543038160464,0.0122618484848485,0.005958256657088228,0.00505166666666676,0.007591225381518963,0.005379999999999996
0.00563205688999039,0.0031905555555555437,0.013595280728659684,0.008459444444444464,0.024112087210608976,0.018079999999999957,0.016461543434343435,0.012221484126984102,0.006954735757153,0.005781166666666646,0.008056543894651717,0.004326666666666673
0.005375995595607391,0.0030466666666666975,0.013868192738069994,0.007732500000000031,0.027153072482753043,0.021880684523809424,0.013657052882736137,0.010140000000000038,0.005545325818259369,0.004653333333333343,0.007760544581344567,0.004121666666666565
0.005778592370493491,0.003250000000000086,0.015196073303835782,0.009320666666666658,0.026146664492941833,0.018857462121212115,0.01732162333400218,0.014695000000000041,0.0053855787876021365,0.004203690476190458,0.009300664289391653,0.005264841269841197
0.005517177123486263,0.0032275000000001053,0.013584929384025224,0.008136666666666695,0.025297286577437007,0.02174013888888883,0.015676109644903506,0.011353333333333313,0.006148734859652785,0.003934555555555497,0.008746909421152133,0.0047618925518925215
0.005490788693000819,0.003043444444444404,0.015040220533108621,0.009721170634920642,0.02887326710521686,0.023365833333333363,0.015460096002595616,0.013236111111111134,0.005759783453491753,0.004519054232804187,0.011290015958989564,0.007886666666666708
0.00573643842421033,0.0033516666666664197,0.014409891430913592,0.008968333333333356,0.027138041431415072,0.022543809523809466,0.01564554749777891,0.011535583333333342,0.0056357826235958934,0.004537650326797427,0.00951570324325229,0.006692500000000018
0.0055797156126613815,0.0031433333333333313,0.014020633154202248,0.008594000000000098,0.024089539675324675,0.019456666666666678,0.01623075421822272,0.01113333333333344,0.005470795183797645,0.0038440629117260094,0.009808960187248637,0.006169603174603078
0.005776311595549641,0.003280000000000019,0.014272257104921946,0.008543333333333236,0.027697769662359262,0.022087083333333396,0.015360139765779242,0.011720000000000008,0.006190734905981301,0.004224444444444364,0.009824918739307423,0.005713333333333306
0.005778381475079198,0.0034199999999999994,0.013977528168891867,0.008025999999999922,0.025383124460362963,0.017290000000000083,0.016065108336108337,0.011983333333333346,0.006928190167161925,0.005289999999999795,0.009071502994060463,0.004191666666666705
0.005450463372193182,0.0030749999999999944,0.0135523315498863,0.007873472222222223,0.02637858696955532,0.02064933333333327,0.014595201156668904,0.009316666666666681,0.005611419389025993,0.004009371794871788,0.008734045287025781,0.006720545634920638
0.005395407280219538,0.0029566666666666075,0.015793077552582267,0.009203333333333397,0.03101830543718669,0.02597111111111108,0.016097945466081655,0.011700000000000044,0.00479756845371271,0.003263333333333337,0.011575737187726821,0.008135000000000017
0.005668346831968452,0.003266666666666626,0.014162322563335753,0.008634583333333265,0.026168248410724165,0.021138333333333335,0.015845111390666945,0.01493666666666671,0.006211766325245878,0.005529166666666641,0.00836331665914602,0.004401666666666651
0.005490994669405683,0.00315,0.013391138654599543,0.008023333333333382,0.024288909517680896,0.018878611111111165,0.016071410442516938,0.011212,0.0057576753749978395,0.004691372549019579,0.007966935308658451,0.003966666666666681
0.005742636281475619,0.0032178703703702877,0.013700278363134274,0.007699027777777801,0.02687223299855882,0.023553444444444432,0.015655342723098167,0.011688333333333356,0.005732269704169393,0.004280000000000034,0.008865084649909535,0.005998888888888887
0.00574284883546127,0.0032799999999999913,0.013758728213070132,0.008206666666666668,0.025287638222401383,0.01766000000000005,0.015353477023282809,0.011243333333333438,0.006403620754590904,0.004433055555555551,0.009618442914155215,0.00564000000000002
0.005426892637338129,0.003156666666666707,0.01405404590904157,0.008409871794871765,0.026853227092352085,0.01806902777777772,0.014963639974793335,0.010643333333333227,0.005954612985516729,0.004326666666666673,0.009513768722018713,0.005822713675213725
0.0055981338398156935,0.0032316666666666535,0.013363635583549709,0.007806805555555513,0.025080102162836862,0.021598333333333275,0.01472777475180605,0.01072500000000004,0.005902223289924887,0.004365555555555553,0.009376764046208588,0.005620000000000069
0.005693002055779029,0.0032799999999999635,0.014900122013013228,0.009233444444444433,0.025920357212540542,0.019263055555555568,0.016963983976161955,0.012369444444444488,0.005674835710666135,0.004474259259259289,0.009859824728668707,0.005779999999999841
0.005450832795912044,0.0029746111111110807,0.014664701116165187,0.009351666666666647,0.029052551259851254,0.023317363636363636,0.014786865818044387,0.010384999999999978,0.0066140995509167775,0.0042195588235294235,0.007859050869352862,0.004229583333333176
0.005699535620885672,0.0033196794871795388,0.014465513012070002,0.008306666666666669,0.028632891727940903,0.023464666666666578,0.01555334236228477,0.010629833333333377,0.006167614235691333,0.00460333333333332,0.007090580329343181,0.0035816666666666636
0.0057583048114719475,0.0032149999999999818,0.014827698264314465,0.008575416666666558,0.02827836511219055,0.023876666666666768,0.016855772550171958,0.012843379142300184,0.0057943220642447685,0.004819999999999963,0.010169095107170916,0.004619999999999985
0.005500630387521214,0.003143333333333137,0.014101278398029554,0.009376666666666651,0.02632678879230089,0.02132000000000006,0.013783070422553183,0.010146666666666665,0.006668219175752102,0.004655441919191768,0.009565864471925126,0.00661312499999997
0.005431926402602495,0.002997777777777759,0.013306595732735706,0.008600000000000052,0.02204552115597569,0.016799999999999954,0.01581472221128714,0.012992549603174607,0.0064479614650854835,0.0044479166666666625,0.009081703226066863,0.004946666666666641
0.0058606775371627205,0.003453333333333336,0.01355596446518951,0.007190606060606078,0.024202216031849508,0.020912833333333297,0.016586374907996516,0.012081474037763315,0.006210212037464946,0.004308969017094044,0.008501683035963678,0.004800277777777806
0.0056896894193969195,0.0031316666666668103,0.01395697028272113,0.008531002415458955,0.02612635763155364,0.02088000000000001,0.01482565852080951,0.01090666666666662,0.0055962363796037504,0.004426777777777557,0.009481237555962531,0.006598333333333317
