year,region,eolRecyclingMT,eolLandfillMT,eolIncinerationMT,eolMismanagedMT,consumptionAgricultureMT,consumptionConstructionMT,consumptionElectronicMT,consumptionHouseholdLeisureSportsMT,consumptionPackagingMT,consumptionTransportationMT,consumptionTextileMT,consumptionOtherMT,netImportsMT,netExportsMT,domesticProductionMT,netWasteExportMT,netWasteImportMT
2050,row,37.655514004079166,84.35272552790678,13.557522683493216,103.93267329416962,6.7399821116005425,58.757339591454105,19.2810856619712,31.495950201051418,80.50449783810306,20.959893363351444,39.21429615153561,22.479213621870915,1.9615821710374255,0,277.4706763699009,0,0.6181766512606924
2022,china,43.24605303634457,44.46254629555348,55.45023757352104,5.0611482027850165,10.756761230268552,29.144979876002015,20.10844282457201,15.81406652256189,61.34705986481798,12.055905149424655,48.64501057200073,12.132368172976474,0,22.744783691892238,232.7493779045165,0,0.635311165554995
2023,china,45.51461327836635,43.598555571449324,62.10462493766171,5.416330799661494,10.686046461201036,29.084366506643484,20.197092131086553,16.206105493147486,61.53030054260979,12.070189504947061,49.664616588519465,11.640570849298923,0,24.046624421897526,235.1259124993513,0,0.4269256439683657
2024,china,48.33307489634619,41.68313798642437,69.3570966560529,6.013936119163434,10.909307911147119,29.46375006439245,20.61973423013176,16.731634609755595,63.093651821291346,12.385019912429655,51.46547519447276,12.66114653970808,0,25.562255083700023,242.89197536702878,0,0.3981912933360988
2025,china,51.119959983594384,39.342732212932084,76.34613753975715,6.657934137111008,11.004263421135379,29.862731165521694,20.74426007543858,17.278028157999863,63.35944945523419,12.756282213558714,53.12718650897845,12.572169320970824,0,28.7309773860641,249.43534770490177,0,0.44659814282654137
2026,china,53.09002041441272,40.19934304595333,78.63482375060947,6.841017054608696,10.613512024757812,29.653483786816466,20.668161873035103,16.946407364923402,61.614078349673505,12.24170160318628,51.66604530307867,12.802490654531447,0,27.58690112325253,243.79278208325525,0,0.5033951996692769
2027,china,53.487569369694896,42.10459415023469,80.22452905049623,7.4198758018042215,10.660157138994203,29.779403980101563,20.69709493835962,17.397936583186166,61.8800970929966,12.343644963754349,52.49874543193861,13.257851757515805,0,28.71908881105552,247.2340206979024,0,0.5089675156533213
2028,china,54.638850387519824,43.49771446468236,81.95613952971786,7.738738530809278,10.619627575623623,29.846893041432498,20.553096159188442,17.676634984983025,61.882130708403324,12.379151652650425,53.22826312645421,13.640378279671602,0,30.140190799624776,249.96636632803194,0,0.5402149008439162
2029,china,55.56753362482085,45.41122955795688,82.80891482956358,7.910759999324117,10.56658273084476,29.892881219756042,20.392284360453534,17.94852377565468,61.89451655812064,12.432560432708367,53.88982065248327,14.012060922751,0,29.29287494361488,250.3221055963872,0,0.6397851650729607
2030,china,56.33871395104146,47.63521241173445,83.1754319795278,7.513162073343699,10.504908182810869,29.988287745382216,20.33895396488436,18.129195339183294,61.433422852363634,12.460177933013805,54.38539270249482,14.554223450889124,0,29.932638606648922,251.72720077767104,0,0.8722533004022094
2031,china,56.77553155528574,48.555434161823264,83.42461812418871,7.80295805500629,10.311926850141344,29.67587617940653,20.056265069569562,18.010508884473595,60.105642444716906,12.33437887215769,54.15430891210146,14.605647903618467,0,31.13443705991265,250.38899217609818,0,0.9160657729911411
2032,china,57.37119949403741,48.80922656054251,83.90444740809065,8.093009067723488,10.244189274174584,29.537374116909373,19.93729079859404,18.127807207580716,59.48562320867543,12.311098604427356,54.621860404816225,14.835942820835267,0,30.51501503281021,249.6162014688232,0,1.0847230929682858
2033,china,57.96696565096785,50.57155254238544,83.02034911381854,8.298588058246448,10.14676287005747,29.518430822749448,19.694721635811867,18.13258413303059,58.97341811464893,12.223303063912855,54.533034128755226,15.206937355633647,0,31.065576279050603,249.4947684036506,0,1.2668917594319997
2034,china,58.26308310333042,51.26124929610311,82.34163215414411,8.6662817172087,9.830638484997248,28.914515608665468,19.32022568753361,17.695252001882533,57.24438002554995,11.910929428649162,53.410498524120314,15.1343126501256,0,28.305449748032565,241.76620215955643,0,1.206820101932522
2035,china,58.515531536432476,51.73197483985643,80.92060082827096,9.3060095264978,9.687145950258365,28.643288187839666,19.09884540159956,17.623990491208755,56.18128454944053,11.778357793820051,53.38146548758954,15.410548281090069,0,29.252001324159473,241.05692746700598,0,1.3234747706043275
2036,china,58.451115403536804,52.393163385981346,79.81704329461745,9.569264160114859,9.545105857735672,28.439712317759028,18.881169632384157,17.516946016155675,55.2028220504494,11.648023475284155,53.20139617249667,15.922230509101837,0,29.276799246630887,239.63420527799752,0,1.3804129567076635
