years,popChange,gdpChange,afterGdp,afterPopulation,beforePercent,flagChina,flagEU30,flagNafta,flagRow,flagRecycling,flagIncineration,flagLandfill,flagMismanaged,afterPercent,beforeYear,afterYear
3,0.0134374493551053,0.0019419335466279,321.038420497197,512.773,0.049,0,1,0,0,0,0,0,1,0.0322,2006,2009
3,0.0134374493551053,0.0019419335466279,321.038420497197,512.773,0.1918,0,1,0,0,1,0,0,0,0.2282,2006,2009
3,0.0128641732283465,-0.011491350458728,328.36639864608,514.535,0.2927,0,1,0,0,0,1,0,0,0.3347,2007,2010
3,0.0128641732283465,-0.011491350458728,328.36639864608,514.535,0.4785,0,1,0,0,0,0,1,0,0.3874,2007,2010
3,0.0128641732283465,-0.011491350458728,328.36639864608,514.535,0.0256,0,1,0,0,0,0,0,1,0.033,2007,2010
3,0.0128641732283465,-0.011491350458728,328.36639864608,514.535,0.2033,0,1,0,0,1,0,0,0,0.2449,2007,2010
3,0.0110903702601005,-0.0614661199138913,319.058924986387,516.195,0.2972,0,1,0,0,0,1,0,0,0.3508,2008,2011
3,0.0110903702601005,-0.0614661199138913,319.058924986387,516.195,0.481,0,1,0,0,0,0,1,0,0.3761,2008,2011
3,0.0110903702601005,-0.0614661199138913,319.058924986387,516.195,0.013,0,1,0,0,0,0,0,1,0.019,2008,2011
3,0.0110903702601005,-0.0614661199138913,319.058924986387,516.195,0.2088,0,1,0,0,1,0,0,0,0.254,2008,2011
3,0.00959488896646266,-0.0675228529515884,302.233325902299,517.693,0.3154,0,1,0,0,0,1,0,0,0.3589,2009,2012
3,0.00959488896646266,-0.0675228529515884,302.233325902299,517.693,0.4242,0,1,0,0,0,0,1,0,0.3338,2009,2012
3,0.00959488896646266,-0.0675228529515884,302.233325902299,517.693,0.0322,0,1,0,0,0,0,0,1,0.0291,2009,2012
3,0.00959488896646266,-0.0675228529515884,302.233325902299,517.693,0.2282,0,1,0,0,1,0,0,0,0.2782,2009,2012
3,0.008514483951529,-0.0902876082656037,301.262419854749,518.916,0.3347,0,1,0,0,0,1,0,0,0.3775,2010,2013
3,0.008514483951529,-0.0902876082656037,301.262419854749,518.916,0.3874,0,1,0,0,0,0,1,0,0.3112,2010,2013
3,0.008514483951529,-0.0902876082656037,301.262419854749,518.916,0.033,0,1,0,0,0,0,0,1,0.0228,2010,2013
3,0.008514483951529,-0.0902876082656037,301.262419854749,518.916,0.2449,0,1,0,0,1,0,0,0,0.2885,2010,2013
3,0.00703803795077449,-0.0439102925075125,307.19590038005,519.828,0.3508,0,1,0,0,0,1,0,0,0.3953,2011,2014
3,0.00703803795077449,-0.0439102925075125,307.19590038005,519.828,0.3761,0,1,0,0,0,0,1,0,0.2882,2011,2014
3,0.00703803795077449,-0.0439102925075125,307.19590038005,519.828,0.019,0,1,0,0,0,0,0,1,0.018,2011,2014
3,0.00703803795077449,-0.0439102925075125,307.19590038005,519.828,0.254,0,1,0,0,1,0,0,0,0.2984,2011,2014
3,0.0062527405238239,0.068554002285431,324.971969013921,520.93,0.3589,0,1,0,0,0,1,0,0,0.4057,2012,2015
3,0.0062527405238239,0.068554002285431,324.971969013921,520.93,0.3338,0,1,0,0,0,0,1,0,0.2508,2012,2015
3,0.0062527405238239,0.068554002285431,324.971969013921,520.93,0.0291,0,1,0,0,0,0,0,1,0.0397,2012,2015
3,0.0062527405238239,0.068554002285431,324.971969013921,520.93,0.2782,0,1,0,0,1,0,0,0,0.3038,2012,2015
3,0.00569456328191854,0.0938550449127152,331.413989480156,521.871,0.3775,0,1,0,0,0,1,0,0,0.417,2013,2016
3,0.00569456328191854,0.0938550449127152,331.413989480156,521.871,0.3112,0,1,0,0,0,0,1,0,0.2336,2013,2016
3,0.00569456328191854,0.0938550449127152,331.413989480156,521.871,0.0228,0,1,0,0,0,0,0,1,0.0395,2013,2016
3,0.00569456328191854,0.0938550449127152,331.413989480156,521.871,0.2885,0,1,0,0,1,0,0,0,0.31,2013,2016
3,0.0061404926244835,0.173424996461586,362.684819972149,523.02,0.3953,0,1,0,0,0,1,0,0,0.4225,2014,2017
3,0.0061404926244835,0.173424996461586,362.684819972149,523.02,0.2882,0,1,0,0,0,0,1,0,0.2286,2014,2017
3,0.0061404926244835,0.173424996461586,362.684819972149,523.02,0.018,0,1,0,0,0,0,0,1,0.0316,2014,2017
3,0.0061404926244835,0.173424996461586,362.684819972149,523.02,0.2984,0,1,0,0,1,0,0,0,0.3173,2014,2017
3,0.00600848482521643,0.208649331882073,395.137148793946,524.06,0.4057,0,1,0,0,0,1,0,0,0.4276,2015,2018
3,0.00600848482521643,0.208649331882073,395.137148793946,524.06,0.2508,0,1,0,0,0,0,1,0,0.2291,2015,2018
3,0.00600848482521643,0.208649331882073,395.137148793946,524.06,0.0397,0,1,0,0,0,0,0,1,0.0192,2015,2018
3,0.00600848482521643,0.208649331882073,395.137148793946,524.06,0.3038,0,1,0,0,1,0,0,0,0.3241,2015,2018
3,0.00627358101906388,0.221221448516851,407.268977936362,525.145,0.417,0,1,0,0,0,1,0,0,0.4239,2016,2019
3,0.00627358101906388,0.221221448516851,407.268977936362,525.145,0.2336,0,1,0,0,0,0,1,0,0.2187,2016,2019
3,0.00627358101906388,0.221221448516851,407.268977936362,525.145,0.0395,0,1,0,0,0,0,0,1,0.0224,2016,2019
3,0.00627358101906388,0.221221448516851,407.268977936362,525.145,0.31,0,1,0,0,1,0,0,0,0.335,2016,2019
3,0.00629995028870803,0.0532532949641797,384.405556264009,526.315,0.4225,0,1,0,0,0,1,0,0,0.4203,2017,2020
3,0.00629995028870803,0.0532532949641797,384.405556264009,526.315,0.2286,0,1,0,0,0,0,1,0,0.2071,2017,2020
3,0.00629995028870803,0.0532532949641797,384.405556264009,526.315,0.0316,0,1,0,0,0,0,0,1,0.0268,2017,2020
3,0.00629995028870803,0.0532532949641797,384.405556264009,526.315,0.3173,0,1,0,0,1,0,0,0,0.3458,2017,2020
3,0.0369632152791205,0.00752303032259456,1660.37663956853,418.284,0.1664,0,0,1,0,0,1,0,0,0.1535,1999,2002
3,0.0369632152791205,0.00752303032259456,1660.37663956853,418.284,0.6597,0,0,1,0,0,0,1,0,0.6882,1999,2002
3,0.0369632152791205,0.00752303032259456,1660.37663956853,418.284,0.1208,0,0,1,0,0,0,0,1,0.1043,1999,2002
3,0.0369632152791205,0.00752303032259456,1660.37663956853,418.284,0.0532,0,0,1,0,1,0,0,0,0.054,1999,2002
3,0.0353450407507241,-0.0245195345240291,1684.39204002635,422.896,0.1614,0,0,1,0,0,1,0,0,0.1524,2000,2003
3,0.0353450407507241,-0.0245195345240291,1684.39204002635,422.896,0.6696,0,0,1,0,0,0,1,0,0.6949,2000,2003
3,0.0353450407507241,-0.0245195345240291,1684.39204002635,422.896,0.1111,0,0,1,0,0,0,0,1,0.0978,2000,2003
3,0.0353450407507241,-0.0245195345240291,1684.39204002635,422.896,0.058,0,0,1,0,1,0,0,0,0.0549,2000,2003
3,0.0337862678134343,0.01937584205494,1750.43015942031,427.421,0.1592,0,0,1,0,0,1,0,0,0.1455,2001,2004
3,0.0337862678134343,0.01937584205494,1750.43015942031,427.421,0.675,0,0,1,0,0,0,1,0,0.7079,2001,2004
3,0.0337862678134343,0.01937584205494,1750.43015942031,427.421,0.1077,0,0,1,0,0,0,0,1,0.0879,2001,2004
3,0.0337862678134343,0.01937584205494,1750.43015942031,427.421,0.0581,0,0,1,0,1,0,0,0,0.0587,2001,2004
3,0.0332453548306892,0.0438629593856186,1790.82671025739,432.19,0.1535,0,0,1,0,0,1,0,0,0.1474,2002,2005
3,0.0332453548306892,0.0438629593856186,1790.82671025739,432.19,0.6882,0,0,1,0,0,0,1,0,0.7146,2002,2005
3,0.0332453548306892,0.0438629593856186,1790.82671025739,432.19,0.1043,0,0,1,0,0,0,0,1,0.0775,2002,2005
3,0.0332453548306892,0.0438629593856186,1790.82671025739,432.19,0.054,0,0,1,0,1,0,0,0,0.0606,2002,2005
3,0.0329064356248345,0.0755862299749218,1871.32576589833,436.812,0.1524,0,0,1,0,0,1,0,0,0.1459,2003,2006
3,0.0329064356248345,0.0755862299749218,1871.32576589833,436.812,0.6949,0,0,1,0,0,0,1,0,0.7171,2003,2006
3,0.0329064356248345,0.0755862299749218,1871.32576589833,436.812,0.0978,0,0,1,0,0,0,0,1,0.0683,2003,2006
3,0.0329064356248345,0.0755862299749218,1871.32576589833,436.812,0.0549,0,0,1,0,1,0,0,0,0.0688,2003,2006
3,0.0330142880204763,0.0586139145583597,1914.206180218,441.532,0.1455,0,0,1,0,0,1,0,0,0.1427,2004,2007
3,0.0330142880204763,0.0586139145583597,1914.206180218,441.532,0.7079,0,0,1,0,0,0,1,0,0.728,2004,2007
3,0.0330142880204763,0.0586139145583597,1914.206180218,441.532,0.0879,0,0,1,0,0,0,0,1,0.0611,2004,2007
3,0.0330142880204763,0.0586139145583597,1914.206180218,441.532,0.0587,0,0,1,0,1,0,0,0,0.0683,2004,2007
3,0.0326152849441218,0.0469716998251816,1936.09674660705,446.286,0.1474,0,0,1,0,0,1,0,0,0.1469,2005,2008
3,0.0326152849441218,0.0469716998251816,1936.09674660705,446.286,0.7146,0,0,1,0,0,0,1,0,0.7239,2005,2008
3,0.0326152849441218,0.0469716998251816,1936.09674660705,446.286,0.0775,0,0,1,0,0,0,0,1,0.0586,2005,2008
3,0.0326152849441218,0.0469716998251816,1936.09674660705,446.286,0.0606,0,0,1,0,1,0,0,0,0.0707,2005,2008
3,0.0322747543565652,-0.0507126292153729,1833.75962626886,450.91,0.1459,0,0,1,0,0,1,0,0,0.1493,2006,2009
3,0.0322747543565652,-0.0507126292153729,1833.75962626886,450.91,0.7171,0,0,1,0,0,0,1,0,0.7133,2006,2009
3,0.0322747543565652,-0.0507126292153729,1833.75962626886,450.91,0.0683,0,0,1,0,0,0,0,1,0.0669,2006,2009
3,0.0322747543565652,-0.0507126292153729,1833.75962626886,450.91,0.0688,0,0,1,0,1,0,0,0,0.0705,2006,2009
3,0.031411086852142,-0.0236636143519796,1927.61361080059,455.401,0.1427,0,0,1,0,0,1,0,0,0.1443,2007,2010
3,0.031411086852142,-0.0236636143519796,1927.61361080059,455.401,0.728,0,0,1,0,0,0,1,0,0.717,2007,2010
3,0.031411086852142,-0.0236636143519796,1927.61361080059,455.401,0.0611,0,0,1,0,0,0,0,1,0.0591,2007,2010
3,0.031411086852142,-0.0236636143519796,1927.61361080059,455.401,0.0683,0,0,1,0,1,0,0,0,0.0796,2007,2010
3,0.0306328228983208,0.00141194129974852,1998.22224988488,459.957,0.1469,0,0,1,0,0,1,0,0,0.162,2008,2011
3,0.0306328228983208,0.00141194129974852,1998.22224988488,459.957,0.7239,0,0,1,0,0,0,1,0,0.7024,2008,2011
3,0.0306328228983208,0.00141194129974852,1998.22224988488,459.957,0.0586,0,0,1,0,0,0,0,1,0.0528,2008,2011
3,0.0306328228983208,0.00141194129974852,1998.22224988488,459.957,0.0707,0,0,1,0,1,0,0,0,0.0829,2008,2011
3,0.0306823978177464,0.0957555066039199,2071.00395208222,464.745,0.1493,0,0,1,0,0,1,0,0,0.1565,2009,2012
3,0.0306823978177464,0.0957555066039199,2071.00395208222,464.745,0.7133,0,0,1,0,0,0,1,0,0.7084,2009,2012
3,0.0306823978177464,0.0957555066039199,2071.00395208222,464.745,0.0669,0,0,1,0,0,0,0,1,0.048,2009,2012
3,0.0306823978177464,0.0957555066039199,2071.00395208222,464.745,0.0705,0,0,1,0,1,0,0,0,0.087,2009,2012
3,0.0308563222302981,0.056340891526984,2099.04725050867,469.453,0.1443,0,0,1,0,0,1,0,0,0.1506,2010,2013
3,0.0308563222302981,0.056340891526984,2099.04725050867,469.453,0.717,0,0,1,0,0,0,1,0,0.7143,2010,2013
3,0.0308563222302981,0.056340891526984,2099.04725050867,469.453,0.0591,0,0,1,0,0,0,0,1,0.0437,2010,2013
3,0.0308563222302981,0.056340891526984,2099.04725050867,469.453,0.0796,0,0,1,0,1,0,0,0,0.0914,2010,2013
3,0.0305419854464657,0.0483735922864747,2158.86533778313,474.005,0.162,0,0,1,0,0,1,0,0,0.15,2011,2014
3,0.0305419854464657,0.0483735922864747,2158.86533778313,474.005,0.7024,0,0,1,0,0,0,1,0,0.7159,2011,2014
3,0.0305419854464657,0.0483735922864747,2158.86533778313,474.005,0.0528,0,0,1,0,0,0,0,1,0.0394,2011,2014
3,0.0305419854464657,0.0483735922864747,2158.86533778313,474.005,0.0829,0,0,1,0,1,0,0,0,0.0948,2011,2014
3,0.0293451247458283,0.0460564988196314,2229.96004412044,478.383,0.1565,0,0,1,0,0,1,0,0,0.1546,2012,2015
3,0.0293451247458283,0.0460564988196314,2229.96004412044,478.383,0.7084,0,0,1,0,0,0,1,0,0.7163,2012,2015
3,0.0293451247458283,0.0460564988196314,2229.96004412044,478.383,0.048,0,0,1,0,0,0,0,1,0.0387,2012,2015
3,0.0293451247458283,0.0460564988196314,2229.96004412044,478.383,0.087,0,0,1,0,1,0,0,0,0.0905,2012,2015
3,0.0279964128464405,0.0606200907198418,2288.61986639687,482.596,0.1506,0,0,1,0,0,1,0,0,0.153,2013,2016
3,0.0279964128464405,0.0606200907198418,2288.61986639687,482.596,0.7143,0,0,1,0,0,0,1,0,0.7159,2013,2016
3,0.0279964128464405,0.0606200907198418,2288.61986639687,482.596,0.0437,0,0,1,0,0,0,0,1,0.0372,2013,2016
3,0.0279964128464405,0.0606200907198418,2288.61986639687,482.596,0.0914,0,0,1,0,1,0,0,0,0.094,2013,2016
3,0.0276030843556503,0.053426636845731,2336.98135920488,487.089,0.15,0,0,1,0,0,1,0,0,0.1579,2014,2017
3,0.0276030843556503,0.053426636845731,2336.98135920488,487.089,0.7159,0,0,1,0,0,0,1,0,0.7265,2014,2017
3,0.0276030843556503,0.053426636845731,2336.98135920488,487.089,0.0394,0,0,1,0,0,0,0,1,0.031,2014,2017
3,0.0276030843556503,0.053426636845731,2336.98135920488,487.089,0.0948,0,0,1,0,1,0,0,0,0.0847,2014,2017
3,0.0269616604268965,0.042878107397085,2388.27791455317,491.281,0.1546,0,0,1,0,0,1,0,0,0.1575,2015,2018
3,0.0269616604268965,0.042878107397085,2388.27791455317,491.281,0.7163,0,0,1,0,0,0,1,0,0.7325,2015,2018
3,0.0269616604268965,0.042878107397085,2388.27791455317,491.281,0.0387,0,0,1,0,0,0,0,1,0.0234,2015,2018
3,0.0269616604268965,0.042878107397085,2388.27791455317,491.281,0.0905,0,0,1,0,1,0,0,0,0.0866,2015,2018
3,0.0259057265290221,0.0166392404051828,2386.97563621941,495.098,0.153,0,0,1,0,0,1,0,0,0.1557,2016,2019
3,0.0259057265290221,0.0166392404051828,2386.97563621941,495.098,0.7159,0,0,1,0,0,0,1,0,0.7359,2016,2019
3,0.0259057265290221,0.0166392404051828,2386.97563621941,495.098,0.0372,0,0,1,0,0,0,0,1,0.0181,2016,2019
3,0.0259057265290221,0.0166392404051828,2386.97563621941,495.098,0.094,0,0,1,0,1,0,0,0,0.0903,2016,2019
3,0.0239525014935668,-0.0846886990413701,2190.30141655297,498.756,0.1579,0,0,1,0,0,1,0,0,0.1539,2017,2020
3,0.0239525014935668,-0.0846886990413701,2190.30141655297,498.756,0.7265,0,0,1,0,0,0,1,0,0.7284,2017,2020
3,0.0239525014935668,-0.0846886990413701,2190.30141655297,498.756,0.031,0,0,1,0,0,0,0,1,0.0237,2017,2020
3,0.0239525014935668,-0.0846886990413701,2190.30141655297,498.756,0.0847,0,0,1,0,1,0,0,0,0.094,2017,2020
4,0.0690726257501971,0.164987536706788,1127.36632306426,4144.956,0.0532,0,0,0,1,0,1,0,0,0.0537,1999,2003
4,0.0690726257501971,0.164987536706788,1127.36632306426,4144.956,0.3523,0,0,0,1,0,0,1,0,0.3353,1999,2003
4,0.0690726257501971,0.164987536706788,1127.36632306426,4144.956,0.5428,0,0,0,1,0,0,0,1,0.5363,1999,2003
4,0.0690726257501971,0.164987536706788,1127.36632306426,4144.956,0.0517,0,0,0,1,1,0,0,0,0.0746,1999,2003
4,0.0682076673872938,0.120209017890357,1209.5752443298,4212.29,0.0533,0,0,0,1,0,1,0,0,0.0539,2000,2004
4,0.0682076673872938,0.120209017890357,1209.5752443298,4212.29,0.3568,0,0,0,1,0,0,1,0,0.3507,2000,2004
4,0.0682076673872938,0.120209017890357,1209.5752443298,4212.29,0.5325,0,0,0,1,0,0,0,1,0.5151,2000,2004
4,0.0682076673872938,0.120209017890357,1209.5752443298,4212.29,0.0574,0,0,0,1,1,0,0,0,0.0804,2000,2004
4,0.0672442505532375,0.196687505908204,1288.09923775969,4279.69,0.0534,0,0,0,1,0,1,0,0,0.054,2001,2005
4,0.0672442505532375,0.196687505908204,1288.09923775969,4279.69,0.3355,0,0,0,1,0,0,1,0,0.3607,2001,2005
4,0.0672442505532375,0.196687505908204,1288.09923775969,4279.69,0.5479,0,0,0,1,0,0,0,1,0.4992,2001,2005
4,0.0672442505532375,0.196687505908204,1288.09923775969,4279.69,0.0632,0,0,0,1,1,0,0,0,0.0861,2001,2005
4,0.0662176428826299,0.185768220410682,1366.25590599146,4347.753,0.0536,0,0,0,1,0,1,0,0,0.0542,2002,2006
4,0.0662176428826299,0.185768220410682,1366.25590599146,4347.753,0.3254,0,0,0,1,0,0,1,0,0.3677,2002,2006
4,0.0662176428826299,0.185768220410682,1366.25590599146,4347.753,0.5521,0,0,0,1,0,0,0,1,0.4862,2002,2006
4,0.0662176428826299,0.185768220410682,1366.25590599146,4347.753,0.0689,0,0,0,1,1,0,0,0,0.0919,2002,2006
4,0.0655345919232911,0.199189273185772,1440.52349417905,4416.594,0.0537,0,0,0,1,0,1,0,0,0.0543,2003,2007
4,0.0655345919232911,0.199189273185772,1440.52349417905,4416.594,0.3353,0,0,0,1,0,0,1,0,0.3816,2003,2007
4,0.0655345919232911,0.199189273185772,1440.52349417905,4416.594,0.5363,0,0,0,1,0,0,0,1,0.4665,2003,2007
4,0.0655345919232911,0.199189273185772,1440.52349417905,4416.594,0.0746,0,0,0,1,1,0,0,0,0.0976,2003,2007
4,0.0649634759240221,0.140199381432855,1468.75177439806,4485.935,0.0539,0,0,0,1,0,1,0,0,0.0542,2004,2008
4,0.0649634759240221,0.140199381432855,1468.75177439806,4485.935,0.3507,0,0,0,1,0,0,1,0,0.396,2004,2008
4,0.0649634759240221,0.140199381432855,1468.75177439806,4485.935,0.5151,0,0,0,1,0,0,0,1,0.4464,2004,2008
4,0.0649634759240221,0.140199381432855,1468.75177439806,4485.935,0.0804,0,0,0,1,1,0,0,0,0.1034,2004,2008
4,0.0646633284186462,0.0509811590813559,1441.30717663338,4556.429,0.054,0,0,0,1,0,1,0,0,0.0538,2005,2009
4,0.0646633284186462,0.0509811590813559,1441.30717663338,4556.429,0.3607,0,0,0,1,0,0,1,0,0.3801,2005,2009
4,0.0646633284186462,0.0509811590813559,1441.30717663338,4556.429,0.4992,0,0,0,1,0,0,0,1,0.457,2005,2009
4,0.0646633284186462,0.0509811590813559,1441.30717663338,4556.429,0.0861,0,0,0,1,1,0,0,0,0.1091,2005,2009
4,0.0645298847473624,0.0658077547459993,1550.13237273288,4628.313,0.0542,0,0,0,1,0,1,0,0,0.0533,2006,2010
4,0.0645298847473624,0.0658077547459993,1550.13237273288,4628.313,0.3677,0,0,0,1,0,0,1,0,0.401,2006,2010
4,0.0645298847473624,0.0658077547459993,1550.13237273288,4628.313,0.4862,0,0,0,1,0,0,0,1,0.4308,2006,2010
4,0.0645298847473624,0.0658077547459993,1550.13237273288,4628.313,0.0919,0,0,0,1,1,0,0,0,0.1148,2006,2010
4,0.0642655856526547,0.083582169840428,1661.23936967167,4700.429,0.0543,0,0,0,1,0,1,0,0,0.0559,2007,2011
4,0.0642655856526547,0.083582169840428,1661.23936967167,4700.429,0.3816,0,0,0,1,0,0,1,0,0.4116,2007,2011
4,0.0642655856526547,0.083582169840428,1661.23936967167,4700.429,0.4665,0,0,0,1,0,0,0,1,0.412,2007,2011
4,0.0642655856526547,0.083582169840428,1661.23936967167,4700.429,0.0976,0,0,0,1,1,0,0,0,0.1206,2007,2011
4,0.0640031565325833,0.100752621840453,1720.20834122597,4773.049,0.0542,0,0,0,1,0,1,0,0,0.0559,2008,2012
4,0.0640031565325833,0.100752621840453,1720.20834122597,4773.049,0.396,0,0,0,1,0,0,1,0,0.4094,2008,2012
4,0.0640031565325833,0.100752621840453,1720.20834122597,4773.049,0.4464,0,0,0,1,0,0,0,1,0.4084,2008,2012
4,0.0640031565325833,0.100752621840453,1720.20834122597,4773.049,0.1034,0,0,0,1,1,0,0,0,0.1263,2008,2012
4,0.0636428220433168,0.186654397044265,1819.18394913235,4846.41300000001,0.0538,0,0,0,1,0,1,0,0,0.0568,2009,2013
4,0.0636428220433168,0.186654397044265,1819.18394913235,4846.41300000001,0.3801,0,0,0,1,0,0,1,0,0.3978,2009,2013
4,0.0636428220433168,0.186654397044265,1819.18394913235,4846.41300000001,0.457,0,0,0,1,0,0,0,1,0.4133,2009,2013
4,0.0636428220433168,0.186654397044265,1819.18394913235,4846.41300000001,0.1091,0,0,0,1,1,0,0,0,0.1321,2009,2013
4,0.0631018256544027,0.148832306647792,1893.21654020408,4920.36800000001,0.0533,0,0,0,1,0,1,0,0,0.0557,2010,2014
4,0.0631018256544027,0.148832306647792,1893.21654020408,4920.36800000001,0.401,0,0,0,1,0,0,1,0,0.3898,2010,2014
4,0.0631018256544027,0.148832306647792,1893.21654020408,4920.36800000001,0.4308,0,0,0,1,0,0,0,1,0.4166,2010,2014
4,0.0631018256544027,0.148832306647792,1893.21654020408,4920.36800000001,0.1148,0,0,0,1,1,0,0,0,0.1378,2010,2014
4,0.0624849348857316,0.120431386227886,1977.60823466273,4994.13500000001,0.0559,0,0,0,1,0,1,0,0,0.0561,2011,2015
4,0.0624849348857316,0.120431386227886,1977.60823466273,4994.13500000001,0.4116,0,0,0,1,0,0,1,0,0.3624,2011,2015
4,0.0624849348857316,0.120431386227886,1977.60823466273,4994.13500000001,0.412,0,0,0,1,0,0,0,1,0.438,2011,2015
4,0.0624849348857316,0.120431386227886,1977.60823466273,4994.13500000001,0.1206,0,0,0,1,1,0,0,0,0.1436,2011,2015
4,0.061764922170295,0.116746211947304,2039.68879704271,5067.856,0.0559,0,0,0,1,0,1,0,0,0.0552,2012,2016
4,0.061764922170295,0.116746211947304,2039.68879704271,5067.856,0.4094,0,0,0,1,0,0,1,0,0.3593,2012,2016
4,0.061764922170295,0.116746211947304,2039.68879704271,5067.856,0.4084,0,0,0,1,0,0,0,1,0.4362,2012,2016
4,0.061764922170295,0.116746211947304,2039.68879704271,5067.856,0.1263,0,0,0,1,1,0,0,0,0.1493,2012,2016
4,0.0607311015383948,0.113917515435569,2149.48763603368,5140.741,0.0568,0,0,0,1,0,1,0,0,0.0552,2013,2017
4,0.0607311015383948,0.113917515435569,2149.48763603368,5140.741,0.3978,0,0,0,1,0,0,1,0,0.3634,2013,2017
4,0.0607311015383948,0.113917515435569,2149.48763603368,5140.741,0.4133,0,0,0,1,0,0,0,1,0.4263,2013,2017
4,0.0607311015383948,0.113917515435569,2149.48763603368,5140.741,0.1321,0,0,0,1,1,0,0,0,0.155,2013,2017
4,0.0594536831391453,0.103095048356523,2212.56073149836,5212.902,0.0557,0,0,0,1,0,1,0,0,0.0555,2014,2018
4,0.0594536831391453,0.103095048356523,2212.56073149836,5212.902,0.3898,0,0,0,1,0,0,1,0,0.3597,2014,2018
4,0.0594536831391453,0.103095048356523,2212.56073149836,5212.902,0.4166,0,0,0,1,0,0,0,1,0.4241,2014,2018
4,0.0594536831391453,0.103095048356523,2212.56073149836,5212.902,0.1378,0,0,0,1,1,0,0,0,0.1608,2014,2018
4,0.0582327069652684,0.0725991761293595,2244.70307265655,5284.957,0.0561,0,0,0,1,0,1,0,0,0.0557,2015,2019
4,0.0582327069652684,0.0725991761293595,2244.70307265655,5284.957,0.3624,0,0,0,1,0,0,1,0,0.353,2015,2019
4,0.0582327069652684,0.0725991761293595,2244.70307265655,5284.957,0.438,0,0,0,1,0,0,0,1,0.4248,2015,2019
4,0.0582327069652684,0.0725991761293595,2244.70307265655,5284.957,0.1436,0,0,0,1,1,0,0,0,0.1665,2015,2019
4,0.056838828885429,0.0462965219945051,2255.42013568658,5355.907,0.0552,0,0,0,1,0,1,0,0,0.0562,2016,2020
4,0.056838828885429,0.0462965219945051,2255.42013568658,5355.907,0.3593,0,0,0,1,0,0,1,0,0.3339,2016,2020
4,0.056838828885429,0.0462965219945051,2255.42013568658,5355.907,0.4362,0,0,0,1,0,0,0,1,0.4376,2016,2020
4,0.056838828885429,0.0462965219945051,2255.42013568658,5355.907,0.1493,0,0,0,1,1,0,0,0,0.1723,2016,2020
4,0.0269369337689489,0.374419949517146,5800.46497886181,1284.961,0.0,1,0,0,0,0,1,0,0,0.0177,1999,2003
4,0.0269369337689489,0.374419949517146,5800.46497886181,1284.961,0.3622,1,0,0,0,0,0,1,0,0.3058,1999,2003
4,0.0269369337689489,0.374419949517146,5800.46497886181,1284.961,0.4135,1,0,0,0,0,0,0,1,0.3524,1999,2003
4,0.0269369337689489,0.374419949517146,5800.46497886181,1284.961,0.2244,1,0,0,0,1,0,0,0,0.3241,1999,2003
4,0.026338311064536,0.395801452592073,6387.10204510339,1292.786,0.0,1,0,0,0,0,1,0,0,0.0198,2000,2004
4,0.026338311064536,0.395801452592073,6387.10204510339,1292.786,0.3515,1,0,0,0,0,0,1,0,0.3036,2000,2004
4,0.026338311064536,0.395801452592073,6387.10204510339,1292.786,0.3992,1,0,0,0,0,0,0,1,0.3279,2000,2004
4,0.026338311064536,0.395801452592073,6387.10204510339,1292.786,0.2493,1,0,0,0,1,0,0,0,0.3487,2000,2004
4,0.0254298479884722,0.436483395257078,7114.88625163108,1300.848,0.0073,1,0,0,0,0,1,0,0,0.0333,2001,2005
4,0.0254298479884722,0.436483395257078,7114.88625163108,1300.848,0.3325,1,0,0,0,0,0,1,0,0.2891,2001,2005
4,0.0254298479884722,0.436483395257078,7114.88625163108,1300.848,0.3859,1,0,0,0,0,0,0,1,0.3197,2001,2005
4,0.0254298479884722,0.436483395257078,7114.88625163108,1300.848,0.2742,1,0,0,0,1,0,0,0,0.3579,2001,2005
4,0.025089063984318,0.484195199575504,8019.967777672,1308.927,0.0147,1,0,0,0,0,1,0,0,0.0501,2002,2006
4,0.025089063984318,0.484195199575504,8019.967777672,1308.927,0.3528,1,0,0,0,0,0,1,0,0.2825,2002,2006
4,0.025089063984318,0.484195199575504,8019.967777672,1308.927,0.3333,1,0,0,0,0,0,0,1,0.3088,2002,2006
4,0.025089063984318,0.484195199575504,8019.967777672,1308.927,0.2992,1,0,0,0,1,0,0,0,0.3586,2002,2006
4,0.0251252761756972,0.540693755816895,9161.27823874331,1317.246,0.0177,1,0,0,0,0,1,0,0,0.0598,2003,2007
4,0.0251252761756972,0.540693755816895,9161.27823874331,1317.246,0.3058,1,0,0,0,0,0,1,0,0.3194,2003,2007
4,0.0251252761756972,0.540693755816895,9161.27823874331,1317.246,0.3524,1,0,0,0,0,0,0,1,0.2445,2003,2007
4,0.0251252761756972,0.540693755816895,9161.27823874331,1317.246,0.3241,1,0,0,0,1,0,0,0,0.3763,2003,2007
4,0.0255223989121168,0.533622223230626,10045.4037865323,1325.781,0.0198,1,0,0,0,0,1,0,0,0.065,2004,2008
4,0.0255223989121168,0.533622223230626,10045.4037865323,1325.781,0.3036,1,0,0,0,0,0,1,0,0.3489,2004,2008
4,0.0255223989121168,0.533622223230626,10045.4037865323,1325.781,0.3279,1,0,0,0,0,0,0,1,0.2183,2004,2008
4,0.0255223989121168,0.533622223230626,10045.4037865323,1325.781,0.3487,1,0,0,0,1,0,0,0,0.3678,2004,2008
