alpha,degree,depth,estimators,kernel,max_features,testInSampleResponse,testInSampleTarget,testOutSampleResponse,testOutSampleTarget,trainInSampleResponse,trainInSampleTarget,trainOutSampleResponse,trainOutSampleTarget,type,validInSampleResponse,validInSampleTarget,validOutSampleResponse,validOutSampleTarget
,,25,,,,0.018427735849056603,0.018427735849056603,0.0207641875,0.0207641875,7.78538812785389e-06,7.78538812785389e-06,8.443829211271079e-05,8.443829211271079e-05,tree,0.02077679461942257,0.020776794619422573,0.0207641875,0.0207641875
,,26,,,,0.018128631326744533,0.018128631326744533,0.021162866071428574,0.02116286607142857,4.164336967663782e-06,4.164336967663782e-06,5.4960009843730854e-05,5.496000984373086e-05,tree,0.020332620922384706,0.020332620922384703,0.021162866071428574,0.02116286607142857
,,27,,,,0.01944369322152341,0.01944369322152341,0.021679829545454547,0.021679829545454547,2.0711024135681665e-06,2.0711024135681665e-06,3.607199002547856e-05,3.607199002547856e-05,tree,0.020787778871391077,0.020787778871391077,0.021679829545454547,0.021679829545454547
,,28,,,,0.018836373165618453,0.01883637316561845,0.020768370535714287,0.020768370535714287,4.4031311154599406e-07,4.4031311154599406e-07,2.7181528942326384e-05,2.7181528942326387e-05,tree,0.01993228346456693,0.01993228346456693,0.020768370535714287,0.020768370535714287
,,29,,,,0.018264989517819703,0.018264989517819706,0.019164270833333334,0.019164270833333334,9.784735812133013e-08,9.784735812133013e-08,1.7206841392888038e-05,1.7206841392888038e-05,tree,0.020475787401574803,0.020475787401574807,0.019164270833333334,0.019164270833333334
,,2,5,,,0.035882769929918804,0.035882769929918804,0.03853703986342258,0.03853703986342258,0.03545846241201685,0.03545846241201685,0.03441409967818129,0.03441409967818129,adaboost,0.035670346526763506,0.0356703465267635,0.03853703986342258,0.03853703986342258
,,2,10,,,0.03382678012275331,0.03382678012275331,0.038587867331263785,0.038587867331263785,0.031882756699436354,0.031882756699436354,0.03451808116583104,0.03451808116583104,adaboost,0.032325462465637764,0.032325462465637764,0.038587867331263785,0.038587867331263785
,,2,15,,,0.037022825838665424,0.037022825838665424,0.03795196115875347,0.03795196115875346,0.035124608840512384,0.035124608840512384,0.033913060211765884,0.033913060211765884,adaboost,0.035380037624742,0.03538003762474199,0.03795196115875347,0.03795196115875346
,,2,20,,,0.03489241600488395,0.03489241600488396,0.03621236044821753,0.036212360448217525,0.03314247314569528,0.03314247314569528,0.03414771663892978,0.03414771663892978,adaboost,0.0339664209337039,0.033966420933703896,0.03621236044821753,0.036212360448217525
,,2,25,,,0.03570987366799489,0.035709873667994885,0.03456033624809911,0.034560336248099115,0.034091062718039425,0.03409106271803943,0.032903027768358815,0.032903027768358815,adaboost,0.03483726086701558,0.03483726086701558,0.03456033624809911,0.034560336248099115
,,2,30,,,0.03388938550707242,0.03388938550707242,0.03703635767341679,0.03703635767341679,0.03280174203949806,0.03280174203949805,0.03570420635218246,0.035704206352182466,adaboost,0.03292008616204706,0.03292008616204706,0.03703635767341679,0.03703635767341679
,,3,5,,,0.029584409936504165,0.02958440993650416,0.028528814244359456,0.028528814244359456,0.028565312575750436,0.028565312575750436,0.028591038318569205,0.028591038318569205,adaboost,0.02972946590956987,0.029729465909569874,0.028528814244359456,0.028528814244359456
,,3,10,,,0.02901347091450481,0.029013470914504815,0.029002222966310793,0.029002222966310793,0.028122189217955902,0.028122189217955902,0.028496781470796664,0.028496781470796664,adaboost,0.028582487551605935,0.028582487551605935,0.029002222966310793,0.029002222966310793
,,3,15,,,0.02922896815824135,0.029228968158241348,0.029483047874303264,0.029483047874303264,0.028391039533206496,0.028391039533206496,0.03016978329585056,0.03016978329585056,adaboost,0.030612317033291602,0.030612317033291602,0.029483047874303264,0.029483047874303264
,,3,20,,,0.03063888468462315,0.03063888468462315,0.028788352540296658,0.02878835254029666,0.029510885503268653,0.029510885503268653,0.028895800415331668,0.028895800415331664,adaboost,0.031182972405247936,0.031182972405247936,0.028788352540296658,0.02878835254029666
,,3,25,,,0.030527165705576106,0.030527165705576106,0.03138089137787975,0.03138089137787975,0.029297650177422342,0.02929765017742234,0.031010078192531397,0.031010078192531397,adaboost,0.030725201697592214,0.030725201697592214,0.03138089137787975,0.03138089137787975
,,3,30,,,0.029899037134758447,0.029899037134758447,0.03099806186162085,0.03099806186162085,0.028451004123555595,0.0284510041235556,0.03143801726038302,0.03143801726038302,adaboost,0.030231992468652005,0.03023199246865201,0.03099806186162085,0.03099806186162085
,,4,5,,,0.026838316520991952,0.02683831652099195,0.026446055383027134,0.026446055383027137,0.02603375002172497,0.026033750021724967,0.027078584996649366,0.027078584996649366,adaboost,0.02761849129845729,0.02761849129845729,0.026446055383027134,0.026446055383027137
,,4,10,,,0.027760324676286422,0.027760324676286422,0.024272073228615722,0.02427207322861572,0.025967713973262155,0.025967713973262155,0.02687234745164408,0.026872347451644085,adaboost,0.027252125912914628,0.02725212591291463,0.024272073228615722,0.02427207322861572
,,4,15,,,0.026416760628759858,0.026416760628759858,0.026196291686144024,0.026196291686144024,0.0251570706529145,0.0251570706529145,0.027144747783850745,0.02714474778385074,adaboost,0.026218921387247084,0.026218921387247084,0.026196291686144024,0.026196291686144024
,,4,20,,,0.027222945354319815,0.027222945354319815,0.026480828775344217,0.026480828775344217,0.025944877744909608,0.025944877744909608,0.02728481625372749,0.027284816253727494,adaboost,0.027580638216106148,0.027580638216106148,0.026480828775344217,0.026480828775344217
